time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-08-01T10:11:13.650Z,35.0312,-97.5857,5,3.5,mb_lg,,59,0.271,0.37,us,us2000giuy,2018-08-02T21:46:21.290Z,"13km SSE of Blanchard, Oklahoma",earthquake,1.8,1.9,0.045,126,reviewed,us,us
2018-08-01T10:10:39.890Z,19.4115009,-155.2726593,0.57,2.89,ml,39,41,0.01208,0.26,hv,hv70506947,2018-08-01T10:16:27.010Z,"4km WSW of Volcano, Hawaii",earthquake,0.31,0.21,1.83,29,automatic,hv,hv
2018-08-01T10:02:55.230Z,19.4078331,-155.2779999,1.24,3.13,ml,48,29,0.01135,0.32,hv,hv70506917,2018-08-01T10:47:11.040Z,"4km WSW of Volcano, Hawaii",earthquake,0.3,0.17,2.95,37,automatic,hv,hv
2018-08-01T10:02:22.420Z,19.4098339,-155.2841644,1.33,3.16,ml,36,34,0.007787,0.18,hv,hv70506912,2018-08-01T10:08:10.130Z,"5km WSW of Volcano, Hawaii",earthquake,0.25,0.15,3.16,34,automatic,hv,hv
2018-08-01T09:54:51.790Z,19.4136658,-155.2648315,0.23,2.77,ml,20,81,0.004933,0.26,hv,hv70506887,2018-08-01T10:00:43.710Z,"3km SW of Volcano, Hawaii",earthquake,0.22,0.17,0.33,15,automatic,hv,hv
2018-08-01T09:52:51.850Z,19.4004993,-155.2648315,0.77,2.68,ml,21,66,0.002515,0.19,hv,hv70506877,2018-08-01T09:58:31.580Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.25,0.45,20,automatic,hv,hv
2018-08-01T09:29:28.470Z,19.4265003,-155.2631683,-0.16,2.52,ml,17,125,0.004036,0.3,hv,hv70506807,2018-08-01T09:35:13.460Z,"2km W of Volcano, Hawaii",earthquake,0.27,0.29,0.44,20,automatic,hv,hv
2018-08-01T09:24:27.740Z,19.3969994,-155.2731628,1.04,2.58,ml,28,40,0.001685,0.2,hv,hv70506787,2018-08-01T09:30:12.820Z,"5km SW of Volcano, Hawaii",earthquake,0.21,0.24,0.39,20,automatic,hv,hv
2018-08-01T09:23:02.030Z,19.4169998,-155.2638397,1.01,2.65,ml,26,74,0.006154,0.35,hv,hv70506782,2018-08-01T09:28:43.890Z,"3km WSW of Volcano, Hawaii",earthquake,0.37,0.28,0.29,11,automatic,hv,hv
2018-08-01T09:20:36.020Z,19.4258327,-155.2653351,2.25,2.5,md,10,173,0.002538,0.12,hv,hv70506772,2018-08-01T09:23:43.420Z,"2km W of Volcano, Hawaii",earthquake,0.59,0.31,0.13,7,automatic,hv,hv
2018-08-01T09:16:02.360Z,19.4013329,-155.2706604,0.38,2.54,ml,25,39,0.005342,0.19,hv,hv70506747,2018-08-01T09:21:44.080Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.31,0.31,15,automatic,hv,hv
2018-08-01T09:14:18.920Z,19.3934994,-155.2663269,-0.29,2.54,ml,29,57,0.004726,0.25,hv,hv70506742,2018-08-01T09:20:00.080Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.17,0.44,20,automatic,hv,hv
2018-08-01T08:56:40.610Z,19.3901672,-155.2783356,0.31,2.87,ml,21,59,0.004822,0.23,hv,hv70506697,2018-08-01T09:02:20.490Z,"6km SW of Volcano, Hawaii",earthquake,0.23,0.26,0.43,17,automatic,hv,hv
2018-08-01T08:54:53.460Z,19.4026661,-155.2718353,-0.03,2.85,ml,33,53,0.007027,0.23,hv,hv70506692,2018-08-01T09:00:39.490Z,"4km SW of Volcano, Hawaii",earthquake,0.17,0.2,0.42,21,automatic,hv,hv
2018-08-01T08:53:18.650Z,19.4675007,-155.3203278,-0.19,2.75,ml,9,300,0.05385,0.37,hv,hv70506682,2018-08-01T08:58:58.550Z,"9km WNW of Volcano, Hawaii",earthquake,3,1.67,0.4,16,automatic,hv,hv
2018-08-01T08:45:20.910Z,19.420166,-155.2746735,0.16,2.62,ml,29,40,0.005331,0.22,hv,hv70506657,2018-08-01T08:51:08.020Z,"4km WSW of Volcano, Hawaii",earthquake,0.21,0.17,1.95,25,automatic,hv,hv
2018-08-01T08:44:12.920Z,19.3875008,-155.2741699,0.15,2.8,ml,22,57,0.007187,0.19,hv,hv70506652,2018-08-01T08:49:58.030Z,"6km SW of Volcano, Hawaii",earthquake,0.21,0.19,0.49,17,automatic,hv,hv
2018-08-01T08:42:33.630Z,19.4163342,-155.2781677,0.75,2.8,ml,41,36,0.00575,0.17,hv,hv70506647,2018-08-01T08:48:13.180Z,"4km WSW of Volcano, Hawaii",earthquake,0.2,0.16,0.4,21,automatic,hv,hv
2018-08-01T08:40:33.920Z,19.4085007,-155.2788391,0.55,2.81,ml,28,45,0.01038,0.19,hv,hv70506642,2018-08-01T08:46:15.910Z,"4km WSW of Volcano, Hawaii",earthquake,0.23,0.15,0.33,19,automatic,hv,hv
2018-08-01T08:40:12.850Z,19.4086666,-155.2788391,0.92,2.7,ml,26,32,0.01023,0.1,hv,hv70506637,2018-08-01T08:45:56.110Z,"4km WSW of Volcano, Hawaii",earthquake,0.13,0.15,0.37,21,automatic,hv,hv
2018-08-01T08:33:40.890Z,19.4066658,-155.2595062,0.04,2.8,ml,35,46,0.005404,0.37,hv,hv70506607,2018-08-01T08:39:21.590Z,"3km SW of Volcano, Hawaii",earthquake,0.33,0.22,0.45,21,automatic,hv,hv
2018-08-01T08:29:08.580Z,19.4069996,-155.2718353,0.9,2.54,ml,13,86,0.01237,0.18,hv,hv70506592,2018-08-01T08:34:48.790Z,"4km SW of Volcano, Hawaii",earthquake,0.36,0.72,0.42,5,automatic,hv,hv
2018-08-01T08:26:21.330Z,19.4001675,-155.2723389,0.62,2.7,ml,29,38,0.004931,0.16,hv,hv70506587,2018-08-01T08:32:02.540Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.21,0.34,16,automatic,hv,hv
2018-08-01T08:07:55.660Z,19.5119991,-155.7368317,3.89,2.84,ml,10,176,0.03305,0.16,hv,hv70506532,2018-08-01T08:13:39.050Z,"14km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.69,2.01,0.29,5,automatic,hv,hv
2018-08-01T07:46:58.260Z,19.4091663,-155.2904968,4.04,2.71,ml,10,241,0.01039,0.31,hv,hv70506487,2018-08-01T07:52:41.550Z,"6km WSW of Volcano, Hawaii",earthquake,2.55,1.14,0.33,5,automatic,hv,hv
2018-08-01T07:44:09.090Z,19.3920002,-155.2793274,0.33,2.84,ml,38,42,0.005888,0.22,hv,hv70506477,2018-08-01T07:49:48.880Z,"6km SW of Volcano, Hawaii",earthquake,0.23,0.16,2.94,30,automatic,hv,hv
2018-08-01T07:44:00.760Z,19.4248333,-155.2541656,0.89,2.84,ml,11,105,0.006639,0.19,hv,hv70506472,2018-08-01T07:49:42.840Z,"1km WSW of Volcano, Hawaii",earthquake,0.46,0.28,2.53,29,automatic,hv,hv
2018-08-01T07:40:46.490Z,19.4056664,-155.2709961,-0.89,2.56,ml,32,27,0.008747,0.36,hv,hv70506462,2018-08-01T07:46:28.050Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.31,0.39,19,automatic,hv,hv
2018-08-01T07:34:05.040Z,19.4108334,-155.2718353,2.08,2.63,ml,26,34,0.01136,0.27,hv,hv70506447,2018-08-01T07:39:47.860Z,"4km WSW of Volcano, Hawaii",earthquake,0.45,0.31,0.3,18,automatic,hv,hv
2018-08-01T07:33:51.060Z,19.4281673,-155.2801666,1.45,2.62,ml,24,87,0.004176,0.25,hv,hv70506442,2018-08-01T07:39:33.810Z,"4km W of Volcano, Hawaii",earthquake,0.33,0.24,0.39,19,automatic,hv,hv
2018-08-01T07:28:38.050Z,35.3675,-118.4723333,5.02,2.5,ml,44,72,0.08693,0.15,ci,ci38234728,2018-08-01T15:50:22.671Z,"25km S of Bodfish, CA",earthquake,0.16,0.61,0.181,158,reviewed,ci,ci
2018-08-01T07:18:47.710Z,19.4091663,-155.272171,0.63,2.65,ml,32,37,0.01196,0.3,hv,hv70506407,2018-08-01T07:24:28.320Z,"4km WSW of Volcano, Hawaii",earthquake,0.3,0.23,0.38,21,automatic,hv,hv
2018-08-01T07:18:32.740Z,19.4126663,-155.2671661,1.35,2.66,ml,18,65,0.006904,0.12,hv,hv70506402,2018-08-01T07:24:13.740Z,"3km WSW of Volcano, Hawaii",earthquake,0.25,0.24,0.41,19,automatic,hv,hv
2018-08-01T07:08:47.240Z,19.3953342,-155.2708282,0.34,2.54,ml,26,43,0.002657,0.23,hv,hv70506377,2018-08-01T07:14:37.950Z,"5km SW of Volcano, Hawaii",earthquake,0.19,0.16,0.43,12,automatic,hv,hv
2018-08-01T07:05:58.400Z,19.4023342,-155.2666626,1.41,2.87,ml,46,36,0.004114,0.29,hv,hv70506372,2018-08-01T07:26:26.931Z,"4km SW of Volcano, Hawaii",earthquake,0.36,0.24,2.83,32,automatic,hv,hv
2018-08-01T06:39:49.170Z,19.4046669,-155.267334,0.81,2.73,ml,29,47,0.006508,0.27,hv,hv70506287,2018-08-01T06:45:35.040Z,"4km SW of Volcano, Hawaii",earthquake,0.31,0.26,0.38,18,automatic,hv,hv
2018-08-01T06:37:45.900Z,19.4099998,-155.2696686,0.61,2.64,ml,36,39,0.009472,0.22,hv,hv70506282,2018-08-01T06:43:27.930Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.18,1.67,24,automatic,hv,hv
2018-08-01T06:20:57.850Z,19.3986664,-155.2693329,1.29,2.51,ml,34,66,0.003144,0.23,hv,hv70506222,2018-08-01T06:26:38.360Z,"4km SW of Volcano, Hawaii",earthquake,0.36,0.27,0.4,23,automatic,hv,hv
2018-08-01T06:19:05.470Z,-31.3664,-72.0716,10,4.9,mb,,55,0.785,1.22,us,us2000gis1,2018-08-01T06:38:17.040Z,"90km WNW of Illapel, Chile",earthquake,3.7,1.9,0.042,181,reviewed,us,us
2018-08-01T06:09:53.920Z,19.3951664,-155.2826691,0.16,2.52,ml,22,60,0.008523,0.16,hv,hv70506182,2018-08-01T06:15:34.900Z,"6km SW of Volcano, Hawaii",earthquake,0.15,0.17,0.32,18,automatic,hv,hv
2018-08-01T05:47:07.630Z,19.4038334,-155.2648315,0.23,2.79,ml,32,36,0.005676,0.18,hv,hv70506107,2018-08-01T05:52:48.250Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.25,0.45,19,automatic,hv,hv
2018-08-01T05:44:13.350Z,19.4106674,-155.2666626,0.07,2.91,ml,39,39,0.006558,0.32,hv,hv70506102,2018-08-01T05:49:52.910Z,"3km SW of Volcano, Hawaii",earthquake,0.28,0.22,3.06,33,automatic,hv,hv
2018-08-01T05:13:05.470Z,19.4176674,-155.2575073,1.43,2.6,ml,18,122,0.005985,0.18,hv,hv70506012,2018-08-01T05:18:48.510Z,"2km SW of Volcano, Hawaii",earthquake,0.47,0.26,0.42,16,automatic,hv,hv
2018-08-01T05:11:42.980Z,19.421833,-155.2698364,1.38,2.68,ml,44,43,0.0056,0.16,hv,hv70506007,2018-08-01T05:17:23.590Z,"3km WSW of Volcano, Hawaii",earthquake,0.24,0.15,2.58,27,automatic,hv,hv
2018-08-01T04:58:44.230Z,19.4181671,-155.2628326,0.91,2.53,ml,22,85,0.005163,0.12,hv,hv70505967,2018-08-01T05:04:25.360Z,"2km WSW of Volcano, Hawaii",earthquake,0.26,0.21,0.39,17,automatic,hv,hv
2018-08-01T04:57:44.341Z,64.6563,-148.3191,9.8,2.8,ml,,,,0.77,ak,ak20001110,2018-08-02T04:36:37.250Z,"25km SW of Ester, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-08-01T04:18:14.020Z,19.1373,-64.6991,28,2.97,md,6,339,1.5206,0.42,pr,pr2018213003,2018-08-01T07:13:14.671Z,"80km N of Road Town, British Virgin Islands",earthquake,6.34,34.28,0.37,4,reviewed,pr,pr
2018-08-01T04:08:49.010Z,18.8258,-64.4916,61,3.39,md,13,341,1.5197,0.39,pr,pr2018213002,2018-08-01T07:13:04.191Z,"47km NNE of Road Town, British Virgin Islands",earthquake,5.72,13.79,0.31,11,reviewed,pr,pr
2018-08-01T04:01:51.650Z,36.9904,140.9361,95.23,4.4,mb,,135,0.884,1.32,us,us2000gj9d,2018-08-01T20:59:08.598Z,"8km SE of Iwaki, Japan",earthquake,8.1,8.2,0.134,16,reviewed,us,us
2018-08-01T03:50:33.330Z,19.3863335,-155.2884979,-1.09,2.53,ml,21,64,0.006344,0.27,hv,hv70505742,2018-08-01T03:56:14.280Z,"7km SW of Volcano, Hawaii",earthquake,0.2,0.33,0.4,16,automatic,hv,hv
2018-08-01T03:34:33.810Z,19.4130001,-155.2720032,0.94,2.96,ml,35,28,0.01148,0.28,hv,hv70505692,2018-08-01T03:40:15.030Z,"4km WSW of Volcano, Hawaii",earthquake,0.24,0.19,2.87,31,automatic,hv,hv
2018-08-01T03:29:12.640Z,19.4101658,-155.2675018,0.92,2.96,ml,41,36,0.007446,0.17,hv,hv70505682,2018-08-01T03:34:52.580Z,"3km SW of Volcano, Hawaii",earthquake,0.2,0.14,2.77,34,automatic,hv,hv
2018-08-01T03:28:37.730Z,19.4143333,-155.2731628,1.86,2.9,ml,12,74,0.01118,0.1,hv,hv70505677,2018-08-01T03:34:20.770Z,"4km WSW of Volcano, Hawaii",earthquake,0.53,0.67,2.46,31,automatic,hv,hv
2018-08-01T03:07:33.000Z,17.979,-68.4751,84,2.68,md,5,281,0.543,0.38,pr,pr2018213001,2018-08-01T07:12:54.295Z,"46km SSE of Boca de Yuma, Dominican Republic",earthquake,8.26,8.22,0.56,2,reviewed,pr,pr
2018-08-01T03:03:02.680Z,19.4551659,-155.1208344,3.09,2.63,ml,10,317,0.1459,0.29,hv,hv70505597,2018-08-01T03:08:44.370Z,"7km SW of Fern Acres, Hawaii",earthquake,7.5,23.23,0.3,7,automatic,hv,hv
2018-08-01T02:43:41.080Z,19.3118324,-154.7095032,8.48,2.8,ml,11,355,0.5291,0.3,hv,hv70505522,2018-08-01T02:49:26.340Z,"27km SE of Leilani Estates, Hawaii",earthquake,21.87,22.5,0.24,8,automatic,hv,hv
2018-08-01T02:26:34.380Z,18.6218,-67.8601,90,3.1,md,10,326,0.7646,0.35,pr,pr2018213000,2018-08-01T20:48:44.040Z,"51km E of Punta Cana, Dominican Republic",earthquake,2.83,2.38,0.31,8,reviewed,pr,pr
2018-08-01T02:17:12.610Z,19.4073334,-155.2579956,1.46,2.63,ml,37,46,0.005051,0.21,hv,hv70505442,2018-08-01T02:22:53.820Z,"3km SW of Volcano, Hawaii",earthquake,0.28,0.16,1.99,24,automatic,hv,hv
2018-08-01T01:16:44.070Z,19.425333,-155.2391663,2.42,2.53,ml,8,217,0.02068,0.06,hv,hv70505252,2018-08-01T01:22:25.700Z,"0km SSW of Volcano, Hawaii",earthquake,0.87,0.35,0.43,14,automatic,hv,hv
2018-08-01T01:14:22.807Z,62.4195,-149.2089,53.1,3.3,ml,,,,0.47,ak,ak20001074,2018-08-01T01:45:52.887Z,"41km NE of Y, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-08-01T00:28:31.700Z,19.4076672,-155.2725067,0.56,2.67,ml,31,32,0.01119,0.21,hv,hv70505102,2018-08-01T00:34:12.520Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.22,0.36,22,automatic,hv,hv
2018-07-31T23:45:45.880Z,19.5860004,-155.584671,15.14,2.92,ml,11,206,0.05045,0.14,hv,hv70504952,2018-07-31T23:51:28.680Z,"32km ENE of Honaunau-Napoopoo, Hawaii",earthquake,1.24,0.86,0.15,5,automatic,hv,hv
2018-07-31T23:32:30.710Z,18.8835,-66.7065,48,2.79,md,3,327,0.8186,0.04,pr,pr2018212042,2018-08-01T05:55:40.655Z,"45km N of Arecibo, Puerto Rico",earthquake,3.31,7.94,0.18,3,reviewed,pr,pr
2018-07-31T21:58:17.308Z,60.2937,-153.0061,130.7,2.9,ml,,,,0.57,ak,ak19999968,2018-07-31T23:18:54.040Z,"25km SW of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-07-31T21:37:44.470Z,36.152,70.6481,107.84,4.2,mb,,130,1.597,0.76,us,us2000gikq,2018-07-31T22:34:04.040Z,"17km NW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,7.2,7.5,0.158,11,reviewed,us,us
2018-07-31T20:57:34.690Z,18.9068,-64.7483,105,3.28,md,5,341,1.3401,0.18,pr,pr2018212041,2018-08-01T17:54:36.040Z,"32km NNE of Road Town, British Virgin Islands",earthquake,8.64,7.44,0.18,4,reviewed,pr,pr
2018-07-31T20:48:05.700Z,19.4103336,-155.2731628,-0.1,2.74,ml,15,59,0.01264,0.16,hv,hv70504397,2018-07-31T21:22:29.049Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.48,0.35,3,automatic,hv,hv
2018-07-31T20:35:21.040Z,-24.3971,-68.4648,71.61,4.8,mww,,51,1.499,1.3,us,us2000giiv,2018-08-01T17:38:49.083Z,"165km S of San Pedro de Atacama, Chile",earthquake,6.4,4.9,0.093,11,reviewed,us,us
2018-07-31T20:32:59.320Z,19.4388332,-155.5931702,-0.77,2.59,ml,8,99,0.04842,0.06,hv,hv70504357,2018-07-31T20:43:18.117Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.43,0.91,2.28,9,automatic,hv,hv
2018-07-31T20:29:16.710Z,19.3974991,-155.2836609,0.51,2.63,ml,28,38,0.009691,0.18,hv,hv70504347,2018-07-31T20:34:56.690Z,"6km SW of Volcano, Hawaii",earthquake,0.2,0.23,0.39,21,automatic,hv,hv
2018-07-31T20:28:57.510Z,-1.829,100.3676,57.5,4.9,mb,,126,2.243,0.8,us,us2000giip,2018-08-01T17:00:09.040Z,"57km SSW of Painan, Indonesia",earthquake,4.7,6.8,0.056,101,reviewed,us,us
2018-07-31T20:18:37.310Z,19.3040009,-154.9351654,22.09,2.6,ml,12,318,0.1644,0.26,hv,hv70504312,2018-07-31T20:24:36.230Z,"18km S of Leilani Estates, Hawaii",earthquake,2.93,5.58,0.45,3,automatic,hv,hv
2018-07-31T19:14:03.800Z,19.1711,-64.791,42,3.39,md,6,338,1.4757,0.22,pr,pr2018212039,2018-08-01T17:48:41.040Z,"81km NNW of Road Town, British Virgin Islands",earthquake,3.1,14.78,0.05,6,reviewed,pr,pr
2018-07-31T18:44:34.900Z,34.0592,-97.3801,5.097,2.9,ml,,61,,0.65,us,us2000gigp,2018-08-01T16:00:22.040Z,"12km SSE of Wilson, Oklahoma",earthquake,1.6,5.5,,,reviewed,tul,tul
2018-07-31T18:07:21.100Z,19.4103336,-155.2851715,-0.11,2.84,ml,16,92,0.00736,0.14,hv,hv70503862,2018-08-01T02:09:55.778Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.2,0.19,5,automatic,hv,hv
2018-07-31T17:59:45.990Z,19.4115,-155.2846667,0.79,5.3,mw,31,28,0.006153,0.07,hv,hv70503837,2018-08-01T15:42:28.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.16,0.12,,9,reviewed,hv,hv
2018-07-31T17:55:45.530Z,19.4120007,-155.2828369,2.1,3.56,ml,55,20,0.005756,0.28,hv,hv70503827,2018-08-01T15:31:27.040Z,"5km WSW of Volcano, Hawaii",earthquake,0.33,0.23,3.27,37,automatic,hv,hv
2018-07-31T17:55:08.050Z,19.4048328,-155.264328,0.94,3.34,ml,24,60,0.006751,0.17,hv,hv70503822,2018-07-31T18:00:47.740Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.16,3.39,36,automatic,hv,hv
2018-07-31T17:53:59.140Z,19.4208336,-155.2581635,0.81,2.67,ml,18,138,0.003416,0.12,hv,hv70503817,2018-07-31T17:59:38.800Z,"2km WSW of Volcano, Hawaii",earthquake,0.23,0.26,0.45,9,automatic,hv,hv
2018-07-31T17:53:49.060Z,19.4190006,-155.2496643,-0.45,2.58,ml,12,181,0.01137,0.24,hv,hv70503812,2018-07-31T17:59:29.750Z,"1km SW of Volcano, Hawaii",earthquake,0.32,0.42,0.44,16,automatic,hv,hv
2018-07-31T17:45:17.530Z,19.4139996,-155.2583313,0.93,2.66,ml,15,100,0.002398,0.16,hv,hv70503787,2018-07-31T20:12:35.140Z,"2km SW of Volcano, Hawaii",earthquake,0.29,0.28,0.5,11,automatic,hv,hv
2018-07-31T17:45:00.570Z,19.3980007,-155.2920074,0.97,2.66,ml,20,60,0.008174,0.23,hv,hv70503777,2018-07-31T17:50:41.390Z,"6km WSW of Volcano, Hawaii",earthquake,0.31,0.33,0.47,19,automatic,hv,hv
2018-07-31T17:41:33.740Z,19.4006672,-155.274826,1.32,2.84,ml,28,45,0.005388,0.17,hv,hv70503762,2018-07-31T20:20:28.223Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.23,0.38,20,automatic,hv,hv
2018-07-31T17:40:54.800Z,19.4106674,-155.2591705,2.36,2.73,ml,8,118,0.01395,0.13,hv,hv70503757,2018-07-31T20:22:26.528Z,"3km SW of Volcano, Hawaii",earthquake,0.89,0.47,0.42,16,automatic,hv,hv
2018-07-31T17:22:46.040Z,19.430666,-155.2576599,0.89,2.51,ml,9,150,0.008196,0.11,hv,hv70503712,2018-07-31T17:28:26.290Z,"2km W of Volcano, Hawaii",earthquake,0.32,0.45,2.11,10,automatic,hv,hv
2018-07-31T17:21:27.050Z,19.3994999,-155.272995,1.32,2.68,ml,39,51,0.004156,0.22,hv,hv70503707,2018-07-31T20:40:26.584Z,"5km SW of Volcano, Hawaii",earthquake,0.25,0.2,0.38,22,automatic,hv,hv
2018-07-31T17:21:09.000Z,19.3991661,-155.2473297,5.17,2.8,ml,7,321,0.01748,0.11,hv,hv70503702,2018-07-31T17:26:49.750Z,"3km SSW of Volcano, Hawaii",earthquake,1.4,2.71,0.44,20,automatic,hv,hv
2018-07-31T17:13:59.150Z,19.413166,-155.2646637,0.48,2.5,ml,19,65,0.004644,0.27,hv,hv70503677,2018-07-31T17:19:38.960Z,"3km SW of Volcano, Hawaii",earthquake,0.27,0.28,0.32,10,automatic,hv,hv
2018-07-31T17:11:18.670Z,19.4171658,-155.2684937,0.24,3.04,ml,25,53,0.009216,0.26,hv,hv70503672,2018-07-31T17:16:58.330Z,"3km WSW of Volcano, Hawaii",earthquake,0.21,0.21,2.99,29,automatic,hv,hv
2018-07-31T17:09:37.710Z,19.3969994,-155.276001,1.37,2.81,ml,43,40,0.002755,0.27,hv,hv70503662,2018-07-31T17:15:18.470Z,"5km SW of Volcano, Hawaii",earthquake,0.31,0.22,2.89,31,automatic,hv,hv
2018-07-31T17:09:25.000Z,19.3994999,-155.276001,0.88,2.81,ml,10,245,0.01962,0.13,hv,hv70503657,2018-07-31T17:15:03.620Z,"5km SW of Volcano, Hawaii",earthquake,0.72,0.25,2.89,31,automatic,hv,hv
2018-07-31T17:07:17.180Z,19.4176674,-155.2494965,1.44,2.86,ml,7,270,0.01126,0.14,hv,hv70503652,2018-07-31T17:12:59.460Z,"1km SW of Volcano, Hawaii",earthquake,0.82,0.43,0.44,15,automatic,hv,hv
2018-07-31T17:06:03.170Z,19.3964996,-155.2733307,1.2,3.41,ml,30,45,0.007104,0.17,hv,hv70503647,2018-07-31T17:11:44.790Z,"5km SW of Volcano, Hawaii",earthquake,0.21,0.22,0.36,16,automatic,hv,hv
2018-07-31T17:04:29.890Z,19.3973331,-155.2623291,-0.08,3.27,ml,52,36,0.00361,0.25,hv,hv70503642,2018-08-01T15:28:38.040Z,"4km SW of Volcano, Hawaii",earthquake,0.19,0.16,3.4,36,automatic,hv,hv
2018-07-31T17:03:01.780Z,19.3959999,-155.2858276,0.35,2.5,ml,27,37,0.009748,0.25,hv,hv70503637,2018-07-31T17:08:42.030Z,"6km SW of Volcano, Hawaii",earthquake,0.22,0.25,0.27,17,automatic,hv,hv
2018-07-31T17:00:07.960Z,19.3968334,-155.2836609,0.15,2.86,ml,25,30,0.01041,0.21,hv,hv70503627,2018-07-31T17:05:52.610Z,"6km SW of Volcano, Hawaii",earthquake,0.2,0.28,2.23,19,automatic,hv,hv
2018-07-31T16:59:28.520Z,19.3929996,-155.2796631,-0.8,2.86,ml,17,80,0.006152,0.33,hv,hv70503622,2018-07-31T17:05:10.140Z,"6km SW of Volcano, Hawaii",earthquake,0.23,0.26,0.42,18,automatic,hv,hv
2018-07-31T16:54:50.220Z,19.3934994,-155.2726593,0.38,2.7,ml,19,56,0.002078,0.2,hv,hv70503602,2018-07-31T17:00:31.670Z,"5km SW of Volcano, Hawaii",earthquake,0.35,0.18,0.21,7,automatic,hv,hv
2018-07-31T16:49:09.770Z,19.4078331,-155.25,-1.09,2.76,ml,8,170,0.01024,0.07,hv,hv70503577,2018-07-31T16:54:49.390Z,"2km SSW of Volcano, Hawaii",earthquake,0.2,0.47,0.45,12,automatic,hv,hv
2018-07-31T16:48:34.050Z,19.4076672,-155.2923279,0.76,2.53,ml,37,32,0.00732,0.34,hv,hv70503572,2018-07-31T16:54:14.670Z,"6km WSW of Volcano, Hawaii",earthquake,0.34,0.22,0.39,20,automatic,hv,hv
2018-07-31T16:46:01.170Z,19.3976669,-155.279007,0.24,2.85,ml,35,40,0.005556,0.22,hv,hv70503567,2018-07-31T16:51:43.210Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.19,0.41,20,automatic,hv,hv
2018-07-31T16:44:27.450Z,19.3951664,-155.2619934,0.08,3.21,ml,30,36,0.004888,0.3,hv,hv70503562,2018-07-31T16:50:09.450Z,"4km SSW of Volcano, Hawaii",earthquake,0.22,0.25,0.32,13,automatic,hv,hv
2018-07-31T16:43:43.780Z,19.4204998,-155.2575073,1.12,2.97,ml,15,139,0.004107,0.14,hv,hv70503557,2018-07-31T16:49:24.190Z,"2km WSW of Volcano, Hawaii",earthquake,0.45,0.24,0.45,13,automatic,hv,hv
2018-07-31T16:42:29.370Z,19.395834,-155.2636719,0.22,3.58,ml,16,68,0.003271,0.2,hv,hv70503552,2018-07-31T18:46:13.446Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.31,0.4,13,automatic,hv,hv
2018-07-31T16:40:04.970Z,19.4141667,-155.2765,0.82,3.66,ml,25,48,0.007969,0.09,hv,hv70503547,2018-07-31T18:43:47.791Z,"4km WSW of Volcano, Hawaii",earthquake,0.15,0.13,0.178,44,reviewed,hv,hv
2018-07-31T16:37:57.080Z,19.4333324,-155.2554932,0.25,2.82,ml,7,225,0.01146,0.06,hv,hv70503542,2018-07-31T16:43:38.540Z,"1km W of Volcano, Hawaii",earthquake,0.46,0.55,0.38,14,automatic,hv,hv
2018-07-31T16:36:43.460Z,19.3929996,-155.2633362,-0.24,2.83,ml,37,35,0.005803,0.36,hv,hv70503537,2018-07-31T16:42:23.340Z,"4km SSW of Volcano, Hawaii",earthquake,0.27,0.25,2.49,30,automatic,hv,hv
2018-07-31T16:36:27.640Z,19.4108334,-155.2785034,-0.74,2.85,ml,27,40,0.008603,0.3,hv,hv70503532,2018-07-31T16:42:08.890Z,"4km WSW of Volcano, Hawaii",earthquake,0.17,0.3,2.46,30,automatic,hv,hv
2018-07-31T16:32:44.100Z,19.4025002,-155.2628326,-0.11,2.78,ml,25,60,0.005202,0.26,hv,hv70503527,2018-07-31T16:38:24.600Z,"4km SW of Volcano, Hawaii",earthquake,0.26,0.3,0.46,18,automatic,hv,hv
2018-07-31T16:31:53.680Z,19.3876667,-155.2753296,-0.04,2.68,ml,21,61,0.006133,0.25,hv,hv70503522,2018-07-31T16:37:34.360Z,"6km SW of Volcano, Hawaii",earthquake,0.29,0.25,0.36,15,automatic,hv,hv
