time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-08-02T20:15:30.210Z,19.4103336,-155.2821655,1.28,2.7,ml,24,34,0.007515,0.17,hv,hv70513357,2018-08-02T20:21:13.790Z,"5km WSW of Volcano, Hawaii",earthquake,0.24,0.2,1.93,25,automatic,hv,hv
2018-08-02T19:42:32.040Z,19.4213333,-155.2668304,0.96,2.83,ml,17,81,0.005771,0.17,hv,hv70513262,2018-08-02T19:48:13.310Z,"3km WSW of Volcano, Hawaii",earthquake,0.29,0.2,0.39,16,automatic,hv,hv
2018-08-02T19:41:04.370Z,19.4090004,-155.2636719,-0.21,2.61,ml,23,51,0.004718,0.2,hv,hv70513257,2018-08-02T19:46:45.310Z,"3km SW of Volcano, Hawaii",earthquake,0.25,0.19,0.38,24,automatic,hv,hv
2018-08-02T19:33:27.320Z,19.4104996,-155.2943268,0.35,2.91,ml,16,93,0.006603,0.27,hv,hv70513232,2018-08-02T19:39:09.530Z,"6km WSW of Volcano, Hawaii",earthquake,0.47,0.22,0.33,14,automatic,hv,hv
2018-08-02T19:31:32.600Z,19.3939991,-155.2708282,0.59,3.08,ml,27,45,0.002986,0.25,hv,hv70513222,2018-08-03T03:34:11.928Z,"5km SW of Volcano, Hawaii",earthquake,0.21,0.18,3.21,33,automatic,hv,hv
2018-08-02T19:26:59.020Z,19.3990002,-155.2738342,0.1,2.66,ml,27,51,0.003618,0.19,hv,hv70513217,2018-08-02T19:32:43.040Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.23,0.4,20,automatic,hv,hv
2018-08-02T19:20:39.880Z,19.3928337,-155.2788391,-0.2,2.92,ml,40,41,0.005515,0.29,hv,hv70513192,2018-08-02T19:26:25.190Z,"6km SW of Volcano, Hawaii",earthquake,0.16,0.16,2.85,32,automatic,hv,hv
2018-08-02T19:18:21.980Z,19.4125004,-155.281662,-1.13,2.77,ml,36,24,0.005625,0.32,hv,hv70513187,2018-08-02T19:24:04.290Z,"5km WSW of Volcano, Hawaii",earthquake,0.2,0.23,2.96,29,automatic,hv,hv
2018-08-02T19:11:21.590Z,19.4043331,-155.2601624,0.46,2.64,ml,21,104,0.007718,0.16,hv,hv70513162,2018-08-02T19:17:07.400Z,"3km SW of Volcano, Hawaii",earthquake,0.23,0.19,2.11,22,automatic,hv,hv
2018-08-02T19:07:25.410Z,19.4080009,-155.2623291,0.4,2.82,ml,29,61,0.004677,0.19,hv,hv70513157,2018-08-02T19:13:14.330Z,"3km SW of Volcano, Hawaii",earthquake,0.2,0.17,1.91,27,automatic,hv,hv
2018-08-02T19:07:20.300Z,-8.2569,116.6269,10,4.9,mb,,59,2.458,0.83,us,us1000g24v,2018-08-05T13:11:17.739Z,"5km N of Belanting, Indonesia",earthquake,7.6,1.9,0.081,48,reviewed,us,us
2018-08-02T19:02:24.230Z,19.3858337,-155.2675018,0.03,2.99,ml,13,110,0.01112,0.27,hv,hv70513142,2018-08-02T19:27:20.143Z,"5km SSW of Volcano, Hawaii",earthquake,0.29,0.39,0.22,5,automatic,hv,hv
2018-08-02T18:59:29.260Z,19.3986664,-155.2751617,1.63,3.2,ml,45,40,0.003581,0.2,hv,hv70513137,2018-08-02T19:40:13.040Z,"5km SW of Volcano, Hawaii",earthquake,0.28,0.2,3.21,32,automatic,hv,hv
2018-08-02T18:58:56.120Z,19.4226665,-155.2666626,1.35,3.02,ml,15,98,0.004493,0.14,hv,hv70513132,2018-08-03T03:01:22.886Z,"3km WSW of Volcano, Hawaii",earthquake,0.32,0.31,3.25,31,automatic,hv,hv
2018-08-02T18:51:46.540Z,19.3929996,-155.2971649,0.14,2.69,ml,13,83,0.004224,0.19,hv,hv70513107,2018-08-02T18:57:29.850Z,"7km SW of Volcano, Hawaii",earthquake,0.27,0.39,0.36,16,automatic,hv,hv
2018-08-02T18:49:45.230Z,19.4098339,-155.2660065,1.05,2.77,ml,16,88,0.006204,0.25,hv,hv70513102,2018-08-02T18:55:39.920Z,"3km SW of Volcano, Hawaii",earthquake,0.39,0.3,0.3,18,automatic,hv,hv
2018-08-02T18:49:35.260Z,19.4073334,-155.2734985,0.82,2.62,ml,22,40,0.01147,0.13,hv,hv70513092,2018-08-02T18:55:25.940Z,"4km SW of Volcano, Hawaii",earthquake,0.19,0.24,0.39,24,automatic,hv,hv
2018-08-02T18:33:51.820Z,-18.4895,-174.831,83.22,4.6,mb,,77,4.682,0.55,us,us1000g24x,2018-08-02T19:52:17.040Z,"91km W of Neiafu, Tonga",earthquake,11.5,7.3,0.056,94,reviewed,us,us
2018-08-02T18:30:51.610Z,19.4226665,-155.267334,1.69,2.7,ml,25,80,0.004401,0.28,hv,hv70513027,2018-08-02T18:36:34.550Z,"3km WSW of Volcano, Hawaii",earthquake,0.42,0.29,0.38,16,automatic,hv,hv
2018-08-02T18:24:04.560Z,19.4106674,-155.2838287,1.04,2.53,ml,34,27,0.006963,0.24,hv,hv70513012,2018-08-02T18:29:47.220Z,"5km WSW of Volcano, Hawaii",earthquake,0.37,0.15,0.35,20,automatic,hv,hv
2018-08-02T18:07:23.592Z,38.1574,-118.1932,6.9,2.6,ml,25,43.81,0.262,0.1646,nn,nn00648292,2018-08-04T23:14:17.927Z,"55km SE of Hawthorne, Nevada",earthquake,,1.7,0.4,12,reviewed,nn,nn
2018-08-02T17:45:10.480Z,19.3934994,-155.2749939,0.04,2.84,ml,30,42,0.002254,0.2,hv,hv70512912,2018-08-02T17:50:55.600Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.26,0.42,19,automatic,hv,hv
2018-08-02T17:44:30.150Z,19.4185009,-155.3074951,-0.78,2.71,ml,9,121,0.01377,0.15,hv,hv70512907,2018-08-02T17:50:14.660Z,"7km W of Volcano, Hawaii",earthquake,0.42,0.58,0.51,15,automatic,hv,hv
2018-08-02T17:23:53.620Z,19.4174995,-155.2716675,1.4,2.68,ml,40,50,0.009128,0.18,hv,hv70512852,2018-08-02T17:29:37.310Z,"3km WSW of Volcano, Hawaii",earthquake,0.26,0.15,0.37,21,automatic,hv,hv
2018-08-02T17:20:49.480Z,19.4043331,-155.2545013,-0.79,2.79,ml,17,125,0.009233,0.13,hv,hv70512847,2018-08-02T17:26:32.390Z,"3km SSW of Volcano, Hawaii",earthquake,0.15,0.25,0.44,21,automatic,hv,hv
2018-08-02T17:18:49.450Z,19.4858341,-155.5781708,-1.4,2.79,md,8,149,0.0179,0.15,hv,hv70512842,2018-08-02T17:21:53.630Z,"30km E of Honaunau-Napoopoo, Hawaii",earthquake,0.97,0.74,0.25,3,automatic,hv,hv
2018-08-02T17:18:41.260Z,19.3961658,-155.2676697,0.43,2.86,ml,26,63,0.00258,0.17,hv,hv70512837,2018-08-02T17:24:22.270Z,"4km SW of Volcano, Hawaii",earthquake,0.17,0.21,0.46,20,automatic,hv,hv
2018-08-02T17:16:15.000Z,19.3901672,-155.2693329,-0.28,3.11,ml,24,51,0.006582,0.19,hv,hv70512832,2018-08-02T17:21:59.700Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.25,0.39,15,automatic,hv,hv
2018-08-02T17:15:06.380Z,19.4101658,-155.2660065,-0.11,2.7,ml,34,33,0.006093,0.24,hv,hv70512827,2018-08-02T17:20:50.340Z,"3km SW of Volcano, Hawaii",earthquake,0.21,0.16,1.87,27,automatic,hv,hv
2018-08-02T17:07:39.190Z,19.4073334,-155.2879944,0.93,2.64,ml,39,33,0.01091,0.25,hv,hv70512812,2018-08-02T17:13:21.680Z,"5km WSW of Volcano, Hawaii",earthquake,0.22,0.2,1.48,20,automatic,hv,hv
2018-08-02T17:04:26.490Z,19.4183331,-155.272171,0.06,3.36,ml,51,29,0.008183,0.22,hv,hv70512807,2018-08-02T17:47:36.040Z,"3km WSW of Volcano, Hawaii",earthquake,0.19,0.15,3.35,36,automatic,hv,hv
2018-08-02T17:01:55.420Z,38.1771667,-121.8693333,21.9,2.91,md,71,80,0.05583,0.19,nc,nc73063751,2018-08-03T20:51:03.644Z,"15km ESE of Suisun City, CA",earthquake,0.27,0.17,0.186,74,reviewed,nc,nc
2018-08-02T17:01:03.060Z,19.4176674,-155.2688293,0.47,2.79,ml,26,58,0.009164,0.11,hv,hv70512802,2018-08-02T17:06:47.560Z,"3km WSW of Volcano, Hawaii",earthquake,0.17,0.13,0.39,21,automatic,hv,hv
2018-08-02T17:00:24.170Z,19.3985004,-155.2893372,0.86,2.7,ml,14,99,0.009528,0.11,hv,hv70512797,2018-08-02T17:06:07.150Z,"6km WSW of Volcano, Hawaii",earthquake,0.27,0.19,0.47,16,automatic,hv,hv
2018-08-02T16:56:51.170Z,19.4146671,-155.2606659,0.15,3.05,ml,39,47,0.002672,0.27,hv,hv70512792,2018-08-02T17:02:37.560Z,"2km SW of Volcano, Hawaii",earthquake,0.32,0.18,2.83,32,automatic,hv,hv
2018-08-02T16:52:49.200Z,19.3980007,-155.2601624,-0.5,2.68,ml,39,59,0.005546,0.3,hv,hv70512777,2018-08-02T16:58:31.160Z,"4km SSW of Volcano, Hawaii",earthquake,0.28,0.25,2.57,28,automatic,hv,hv
2018-08-02T16:34:09.090Z,-15.487,-177.456,424.36,4.3,mb,,109,4.855,0.95,us,us1000g20v,2018-08-02T21:48:05.040Z,"151km SSE of Sigave, Wallis and Futuna",earthquake,16.2,8.2,0.056,90,reviewed,us,us
2018-08-02T16:12:42.960Z,-21.6284,169.1187,10,5,mb,,105,1.834,0.6,us,us1000g1y2,2018-08-03T17:56:33.040Z,"128km E of Tadine, New Caledonia",earthquake,9.9,1.9,0.065,75,reviewed,us,us
2018-08-02T16:01:26.410Z,19.4161663,-155.2794952,0.51,2.65,ml,33,56,0.004591,0.12,hv,hv70512652,2018-08-02T16:07:08.170Z,"4km WSW of Volcano, Hawaii",earthquake,0.2,0.12,1.94,25,automatic,hv,hv
2018-08-02T15:59:36.720Z,31.8861667,-115.7811667,4.86,2.81,ml,14,245,0.1847,0.23,ci,ci38235760,2018-08-02T19:07:06.707Z,"69km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.99,2.01,0.227,62,reviewed,ci,ci
2018-08-02T15:48:04.850Z,19.4200001,-155.287674,0.85,2.53,ml,17,57,0.000237,0.14,hv,hv70512602,2018-08-02T15:53:46.790Z,"5km WSW of Volcano, Hawaii",earthquake,0.3,0.18,0.3,12,automatic,hv,hv
2018-08-02T15:45:19.780Z,19.3986664,-155.2758331,1.1,2.7,ml,23,45,0.003878,0.21,hv,hv70512592,2018-08-02T15:51:08.760Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.26,0.49,22,automatic,hv,hv
2018-08-02T15:44:51.880Z,19.4096661,-155.2611694,1.47,2.69,ml,19,75,0.0027,0.16,hv,hv70512587,2018-08-02T15:50:38.790Z,"3km SW of Volcano, Hawaii",earthquake,0.25,0.2,0.45,19,automatic,hv,hv
2018-08-02T15:44:10.738Z,61.2797,-150.8684,50.4,2.7,ml,,,,0.69,ak,ak20003643,2018-08-03T17:51:44.040Z,"52km W of Anchorage, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-08-02T15:34:45.460Z,19.4151669,-155.2871704,0.32,2.58,ml,20,94,0.003818,0.29,hv,hv70512552,2018-08-02T15:40:33.130Z,"5km WSW of Volcano, Hawaii",earthquake,0.55,0.2,0.55,6,automatic,hv,hv
2018-08-02T15:16:39.140Z,19.0978,-68.4118,26,2.83,md,6,298,0.5847,0.18,pr,pr2018214005,2018-08-03T17:38:38.040Z,"54km N of Punta Cana, Dominican Republic",earthquake,1.97,12.55,0.29,5,reviewed,pr,pr
2018-08-02T15:13:29.790Z,19.4116669,-155.2814941,0.33,2.69,ml,23,62,0.00645,0.24,hv,hv70512472,2018-08-02T15:19:10.830Z,"5km WSW of Volcano, Hawaii",earthquake,0.28,0.19,0.27,9,automatic,hv,hv
2018-08-02T15:13:11.700Z,19.4053326,-155.2754974,2.79,2.6,ml,23,43,0.01007,0.15,hv,hv70512467,2018-08-02T15:18:55.390Z,"4km SW of Volcano, Hawaii",earthquake,0.4,0.48,0.39,17,automatic,hv,hv
2018-08-02T15:08:35.060Z,19.4156666,-155.2624969,1.05,2.68,ml,21,92,0.004335,0.11,hv,hv70512457,2018-08-02T15:14:16.000Z,"3km WSW of Volcano, Hawaii",earthquake,0.22,0.23,0.69,13,automatic,hv,hv
2018-08-02T15:00:47.540Z,19.4296665,-155.2761688,0.77,2.57,ml,15,107,0.00506,0.26,hv,hv70512432,2018-08-02T15:06:30.910Z,"4km W of Volcano, Hawaii",earthquake,0.4,0.38,0.29,13,automatic,hv,hv
2018-08-02T14:56:38.790Z,19.3964996,-155.287674,0.46,3.42,ml,25,64,0.008796,0.22,hv,hv70512422,2018-08-02T17:40:26.211Z,"6km SW of Volcano, Hawaii",earthquake,0.21,0.2,0.38,18,automatic,hv,hv
2018-08-02T14:55:50.240Z,19.3969994,-155.2664948,0.26,2.77,ml,47,35,0.001311,0.25,hv,hv70512417,2018-08-02T15:01:32.370Z,"4km SW of Volcano, Hawaii",earthquake,0.19,0.17,2.52,29,automatic,hv,hv
2018-08-02T14:53:57.570Z,19.4016666,-155.2523346,0.02,2.81,ml,13,125,0.01258,0.34,hv,hv70512412,2018-08-02T14:59:41.850Z,"3km SSW of Volcano, Hawaii",earthquake,0.45,0.43,0.33,11,automatic,hv,hv
2018-08-02T14:53:14.990Z,19.3994999,-155.2753296,1.04,2.72,ml,25,46,0.004408,0.17,hv,hv70512402,2018-08-02T14:59:04.650Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.16,0.4,22,automatic,hv,hv
2018-08-02T14:36:13.940Z,34.0365,-117.5675,9.71,2.66,ml,119,15,0.03219,0.19,ci,ci38235712,2018-08-05T11:39:08.973Z,"6km ESE of Ontario, CA",earthquake,0.11,0.25,0.187,179,reviewed,ci,ci
2018-08-02T14:32:16.340Z,19.4213333,-155.2738342,1.55,2.6,ml,9,89,0.004912,0.13,hv,hv70512332,2018-08-02T14:37:57.940Z,"3km WSW of Volcano, Hawaii",earthquake,0.43,0.68,0.55,4,automatic,hv,hv
2018-08-02T14:27:31.480Z,19.3886662,-155.2776642,1.09,2.82,ml,12,102,0.004374,0.14,hv,hv70512312,2018-08-02T14:33:16.500Z,"6km SW of Volcano, Hawaii",earthquake,0.49,0.26,0.29,8,automatic,hv,hv
2018-08-02T14:25:19.840Z,19.4085007,-155.263504,0.73,2.52,ml,24,57,0.004944,0.17,hv,hv70512307,2018-08-02T14:31:01.660Z,"3km SW of Volcano, Hawaii",earthquake,0.18,0.18,0.24,15,automatic,hv,hv
2018-08-02T14:20:00.870Z,19.4125004,-155.2741699,0.61,2.67,ml,42,42,0.01068,0.21,hv,hv70512297,2018-08-02T14:25:47.810Z,"4km WSW of Volcano, Hawaii",earthquake,0.2,0.14,0.36,20,automatic,hv,hv
2018-08-02T14:17:38.170Z,41.6775,23.5873,9.29,4.1,mb,,29,1.558,0.87,us,us1000g1vn,2018-08-03T05:33:24.366Z,"17km NW of Gotse Delchev, Bulgaria",earthquake,3.1,6.9,0.214,6,reviewed,us,us
2018-08-02T14:16:44.600Z,19.3998337,-155.2695007,-0.16,2.84,ml,39,36,0.003637,0.29,hv,hv70512282,2018-08-02T14:22:26.340Z,"4km SW of Volcano, Hawaii",earthquake,0.18,0.17,2.63,26,automatic,hv,hv
2018-08-02T14:11:19.480Z,19.3946667,-155.298996,0.06,2.85,ml,20,93,0.006619,0.33,hv,hv70512257,2018-08-02T14:17:03.800Z,"7km WSW of Volcano, Hawaii",earthquake,0.28,0.29,0.5,15,automatic,hv,hv
2018-08-02T14:08:17.390Z,19.3928337,-155.2618408,0.1,2.93,ml,26,57,0.006678,0.3,hv,hv70512247,2018-08-02T14:14:02.670Z,"4km SSW of Volcano, Hawaii",earthquake,0.27,0.21,0.45,20,automatic,hv,hv
2018-08-02T14:04:07.730Z,19.4080009,-155.2588348,-0.64,3.69,ml,43,36,0.004182,0.39,hv,hv70512242,2018-08-02T16:06:55.571Z,"3km SW of Volcano, Hawaii",earthquake,0.2,0.22,4.08,34,automatic,hv,hv
2018-08-02T14:02:58.780Z,19.4168339,-155.2768402,0.97,3.28,ml,35,39,0.006898,0.18,hv,hv70512232,2018-08-02T22:05:28.687Z,"4km WSW of Volcano, Hawaii",earthquake,0.22,0.19,0.53,20,automatic,hv,hv
2018-08-02T14:00:29.920Z,19.3948326,-155.2868347,0.6,2.8,ml,19,51,0.008293,0.26,hv,hv70512227,2018-08-02T14:06:14.760Z,"6km SW of Volcano, Hawaii",earthquake,0.27,0.21,0.4,19,automatic,hv,hv
2018-08-02T13:57:57.040Z,19.3996658,-155.2700043,2.17,3.09,ml,49,34,0.004008,0.2,hv,hv70512222,2018-08-02T14:03:38.970Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.2,3.11,35,automatic,hv,hv
2018-08-02T13:53:01.790Z,19.4220009,-155.2688293,0.33,2.79,ml,32,43,0.005165,0.2,hv,hv70512217,2018-08-02T13:58:41.120Z,"3km WSW of Volcano, Hawaii",earthquake,0.21,0.12,0.38,20,automatic,hv,hv
2018-08-02T13:52:48.760Z,19.4195004,-155.2726593,0.92,2.58,ml,19,45,0.006997,0.11,hv,hv70512212,2018-08-02T13:58:29.950Z,"3km WSW of Volcano, Hawaii",earthquake,0.27,0.31,0.42,22,automatic,hv,hv
2018-08-02T13:38:59.180Z,19.4265003,-155.2983398,-0.94,2.83,md,16,56,0.008725,0.22,hv,hv70512172,2018-08-02T13:42:15.960Z,"6km W of Volcano, Hawaii",earthquake,0.27,0.35,0.65,6,automatic,hv,hv
2018-08-02T13:38:37.160Z,19.3544998,-155.2769928,0.51,3.57,ml,20,62,0.02125,0.36,hv,hv70512167,2018-08-02T15:41:31.799Z,"9km SSW of Volcano, Hawaii",earthquake,0.49,0.6,0.52,11,automatic,hv,hv
2018-08-02T13:38:22.550Z,19.4033337,-155.2606659,0.46,3.22,ml,16,68,0.007163,0.23,hv,hv70512162,2018-08-02T13:44:04.120Z,"3km SW of Volcano, Hawaii",earthquake,0.32,0.27,0.5,16,automatic,hv,hv
2018-08-02T13:37:10.550Z,19.3855,-155.2768402,0.3,2.83,ml,39,51,0.004715,0.28,hv,hv70512157,2018-08-02T13:42:53.600Z,"6km SW of Volcano, Hawaii",earthquake,0.22,0.28,1.99,24,automatic,hv,hv
2018-08-02T13:37:04.050Z,19.4198341,-155.2598267,0.12,2.71,ml,15,124,0.003355,0.17,hv,hv70512152,2018-08-02T13:42:47.330Z,"2km WSW of Volcano, Hawaii",earthquake,0.26,0.19,0.47,24,automatic,hv,hv
2018-08-02T13:32:29.270Z,19.3929996,-155.2680054,0.17,3.58,ml,50,34,0.005538,0.35,hv,hv70512147,2018-08-02T17:42:31.956Z,"5km SW of Volcano, Hawaii",earthquake,0.29,0.27,3.36,36,automatic,hv,hv
2018-08-02T13:01:21.490Z,-34.8685,-178.5889,8.69,5.5,mww,,81,3.677,1.47,us,us1000g1u6,2018-08-02T16:15:59.040Z,"South of the Kermadec Islands",earthquake,12.2,5.5,0.071,19,reviewed,us,us
2018-08-02T13:00:44.390Z,19.4090004,-155.269165,1.28,3.06,ml,41,32,0.009289,0.14,hv,hv70512062,2018-08-02T13:06:29.440Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.16,0.4,29,automatic,hv,hv
2018-08-02T12:51:55.830Z,19.3964996,-155.2813263,2.17,2.7,ml,13,159,0.007339,0.18,hv,hv70512047,2018-08-02T12:57:37.190Z,"5km SW of Volcano, Hawaii",earthquake,1,0.58,0.27,5,automatic,hv,hv
2018-08-02T12:48:25.840Z,19.3953342,-155.2626648,0.01,2.91,ml,29,61,0.004298,0.36,hv,hv70512037,2018-08-02T12:54:08.570Z,"4km SSW of Volcano, Hawaii",earthquake,0.27,0.25,0.42,15,automatic,hv,hv
2018-08-02T12:46:33.970Z,19.4168339,-155.2624969,1.01,2.68,ml,12,117,0.00533,0.14,hv,hv70512032,2018-08-02T12:52:15.630Z,"3km WSW of Volcano, Hawaii",earthquake,0.42,0.25,0.29,12,automatic,hv,hv
2018-08-02T12:45:08.950Z,19.4023342,-155.2723389,0.63,3.09,ml,46,26,0.007038,0.39,hv,hv70512022,2018-08-02T12:50:56.690Z,"4km SW of Volcano, Hawaii",earthquake,0.35,0.21,1.78,30,automatic,hv,hv
2018-08-02T12:42:48.410Z,19.4256668,-155.2675018,0.57,2.53,ml,19,120,0.001414,0.16,hv,hv70512012,2018-08-02T12:48:28.790Z,"3km W of Volcano, Hawaii",earthquake,0.39,0.16,0.34,14,automatic,hv,hv
2018-08-02T12:41:43.370Z,19.2180004,-155.630661,6.41,2.92,ml,12,178,0.03163,0.31,hv,hv70512002,2018-08-02T12:47:28.420Z,"15km W of Pahala, Hawaii",earthquake,3.3,1.49,0.35,12,automatic,hv,hv
2018-08-02T12:19:22.950Z,19.4186668,-155.2628326,0.47,2.54,ml,22,75,0.0047,0.21,hv,hv70511937,2018-08-02T12:25:05.940Z,"2km WSW of Volcano, Hawaii",earthquake,0.22,0.24,0.43,19,automatic,hv,hv
2018-08-02T12:13:26.330Z,19.3964996,-155.2811737,0.29,2.51,ml,24,40,0.007197,0.12,hv,hv70511932,2018-08-02T12:19:21.090Z,"5km SW of Volcano, Hawaii",earthquake,0.13,0.18,0.34,16,automatic,hv,hv
2018-08-02T12:10:32.560Z,19.4235001,-155.2664948,0.91,2.68,ml,12,107,0.003731,0.15,hv,hv70511922,2018-08-02T12:16:12.490Z,"3km WSW of Volcano, Hawaii",earthquake,0.3,0.34,0.38,7,automatic,hv,hv
2018-08-02T12:10:08.780Z,19.3994999,-155.254837,-0.71,2.89,ml,25,67,0.01064,0.25,hv,hv70511917,2018-08-02T12:15:54.180Z,"3km SSW of Volcano, Hawaii",earthquake,0.24,0.32,0.52,17,automatic,hv,hv
2018-08-02T12:04:48.390Z,19.3904991,-155.2725067,0.37,2.89,ml,18,128,0.004961,0.25,hv,hv70511897,2018-08-02T12:10:34.080Z,"5km SW of Volcano, Hawaii",earthquake,0.39,0.23,0.38,15,automatic,hv,hv
2018-08-02T12:04:28.000Z,19.3994999,-155.2731628,1.54,2.72,ml,21,65,0.004135,0.17,hv,hv70511892,2018-08-02T12:10:15.490Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.21,0.36,20,automatic,hv,hv
2018-08-02T11:54:34.920Z,19.4209995,-155.2671661,-0.02,3.44,ml,28,75,0.006066,0.37,hv,hv70511872,2018-08-02T17:43:16.417Z,"3km WSW of Volcano, Hawaii",earthquake,0.29,0.2,3.47,28,automatic,hv,hv
2018-08-02T11:53:13.860Z,19.4121666,-155.2606659,0.32,3.32,ml,43,37,0.0007488,0.23,hv,hv70511867,2018-08-02T17:45:21.871Z,"3km SW of Volcano, Hawaii",earthquake,0.25,0.15,2.81,32,automatic,hv,hv
2018-08-02T11:42:50.120Z,19.3956661,-155.2658386,1.07,2.5,ml,25,62,0.002569,0.2,hv,hv70511837,2018-08-02T11:48:37.100Z,"4km SW of Volcano, Hawaii",earthquake,0.29,0.25,0.39,14,automatic,hv,hv
2018-08-02T11:40:36.940Z,19.3661671,-155.2668304,0.95,2.65,ml,10,77,0.006242,0.09,hv,hv70511817,2018-08-02T11:46:19.070Z,"7km SSW of Volcano, Hawaii",earthquake,0.36,0.28,0.53,13,automatic,hv,hv
2018-08-02T11:36:12.920Z,19.3908329,-155.2666626,-0.17,2.82,ml,34,44,0.007394,0.28,hv,hv70511802,2018-08-02T11:41:54.000Z,"5km SW of Volcano, Hawaii",earthquake,0.17,0.2,2.16,21,automatic,hv,hv
2018-08-02T11:30:39.890Z,19.4303341,-155.2814941,0.4,2.71,ml,14,93,0.006662,0.24,hv,hv70511782,2018-08-02T11:36:21.160Z,"4km W of Volcano, Hawaii",earthquake,0.38,0.23,0.29,5,automatic,hv,hv
2018-08-02T11:30:10.390Z,19.3903332,-155.287674,0.13,2.7,ml,26,46,0.005976,0.22,hv,hv70511777,2018-08-02T11:35:57.830Z,"6km SW of Volcano, Hawaii",earthquake,0.21,0.23,0.38,22,automatic,hv,hv
2018-08-02T11:18:16.250Z,19.3939991,-155.2819977,0.19,2.6,ml,25,36,0.007433,0.19,hv,hv70511737,2018-08-02T11:24:03.290Z,"6km SW of Volcano, Hawaii",earthquake,0.17,0.23,0.33,18,automatic,hv,hv
2018-08-02T11:07:00.740Z,19.4171658,-155.2866669,0.14,2.65,ml,14,81,0.002475,0.15,hv,hv70511717,2018-08-02T11:12:53.030Z,"5km WSW of Volcano, Hawaii",earthquake,0.22,0.15,0.46,19,automatic,hv,hv
2018-08-02T11:04:14.920Z,19.4116669,-155.2601624,0.46,2.55,ml,24,63,0.0004972,0.37,hv,hv70511707,2018-08-02T11:10:03.950Z,"3km SW of Volcano, Hawaii",earthquake,0.29,0.3,0.43,16,automatic,hv,hv
2018-08-02T11:03:48.160Z,19.4168339,-155.2578278,0.61,2.55,ml,16,138,0.005103,0.13,hv,hv70511702,2018-08-02T11:09:39.740Z,"2km SW of Volcano, Hawaii",earthquake,0.27,0.22,0.44,16,automatic,hv,hv
2018-08-02T11:00:04.190Z,19.3706665,-155.2696686,0.94,2.72,ml,13,137,0.005928,0.18,hv,hv70511692,2018-08-02T11:05:56.870Z,"7km SSW of Volcano, Hawaii",earthquake,0.37,0.52,0.49,16,automatic,hv,hv
2018-08-02T10:54:06.400Z,19.3961658,-155.272995,1.02,2.66,ml,33,40,0.001002,0.21,hv,hv70511677,2018-08-02T10:59:47.510Z,"5km SW of Volcano, Hawaii",earthquake,0.29,0.19,0.39,17,automatic,hv,hv
2018-08-02T10:47:28.170Z,19.3964996,-155.280838,-0.08,2.95,ml,17,77,0.006884,0.14,hv,hv70511657,2018-08-02T10:53:11.190Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.2,0.43,20,automatic,hv,hv
2018-08-02T10:46:36.360Z,19.4208336,-155.2554932,0.96,2.59,ml,13,131,0.005588,0.14,hv,hv70511652,2018-08-02T10:52:17.960Z,"2km WSW of Volcano, Hawaii",earthquake,0.45,0.25,0.24,4,automatic,hv,hv
2018-08-02T10:46:15.740Z,19.3998337,-155.2873383,1.69,2.55,ml,13,154,0.01162,0.18,hv,hv70511647,2018-08-02T10:51:59.060Z,"6km WSW of Volcano, Hawaii",earthquake,0.65,0.28,0.33,16,automatic,hv,hv
2018-08-02T10:41:40.950Z,19.3994999,-155.2684937,0.21,2.68,ml,41,36,0.002639,0.2,hv,hv70511632,2018-08-02T10:47:23.080Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.15,1.97,25,automatic,hv,hv
2018-08-02T10:33:56.430Z,19.3943329,-155.2851715,1.08,2.97,ml,21,43,0.008418,0.26,hv,hv70511607,2018-08-02T18:36:29.291Z,"6km SW of Volcano, Hawaii",earthquake,0.3,0.31,0.39,17,automatic,hv,hv
2018-08-02T10:33:14.260Z,19.4136658,-155.2624969,0.61,2.81,ml,16,94,0.002929,0.17,hv,hv70511602,2018-08-02T10:38:55.620Z,"3km SW of Volcano, Hawaii",earthquake,0.22,0.14,0.45,16,automatic,hv,hv
2018-08-02T10:30:15.970Z,19.4209995,-155.2743378,0.71,2.63,ml,37,41,0.004834,0.27,hv,hv70511587,2018-08-02T18:32:52.859Z,"3km WSW of Volcano, Hawaii",earthquake,0.3,0.22,0.4,23,automatic,hv,hv
2018-08-02T10:26:58.440Z,19.3963337,-155.2769928,0.79,3.33,ml,17,50,0.003305,0.2,hv,hv70511582,2018-08-02T18:29:34.701Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.27,0.35,14,automatic,hv,hv
